speciesid,spec_code,genus,species,f_bname,kingdom,phylum,class,order,family,v11,v12
Fis-58514,25677,Chlorurus,capistratoides,Indian parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-58526,25684,Scopelosaurus,herwigi,,Animalia,Chordata,Actinopterygii,Aulopiformes,Notosudidae,,
Fis-167056,25686,Pristiapogon,abrogramma,Lateralstripe cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-58535,25688,Coris,batuensis,Batu coris,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-58537,25689,Halichoeres,trispilus,Triplespot warsse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-58538,25690,Halichoeres,vrolikii,Indian Ocean pinstriped wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-58548,25694,Entomacrodus,vermiculatus,Vermiculated blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-58560,25697,Callionymus,persicus,Persian dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-58570,25703,Kaupichthys,diodontus,Common false moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Chlopsidae,,
Fis-58578,25706,Plectorhinchus,vittatus,Indian Ocean oriental sweetlips,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-58702,25754,Bodianus,opercularis,Blackspot hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-58799,25795,Salarias,alboguttatus,White-spotted blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-58807,25797,Cryptocentrus,cryptocentrus,Ninebar prawn-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58808,25798,Cryptocentrus,caeruleomaculatus,Blue-speckled prawn-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58810,25800,Cryptocentrus,lutheri,Luther's prawn-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58937,25845,Rhinopias,eschmeyeri,Eschmeyer's scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-58959,25849,Phenacoscorpius,adenensis,Toothed no-line scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-59151,25955,Hippocampus,fuscus,Sea pony,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-59546,26186,Pseudochromis,caudalis,Stripe-tailed dottyback,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,,
Fis-59578,26201,Myripristis,botche,Blacktip soldierfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-59608,26220,Pereulixia,kosiensis,Kosi rockskipper,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-59625,26224,Blennioclinus,stella,Silverbubble klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-59703,26257,Clinus,woodi,Oldman klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-59706,26258,Muraenoclinus,dorsalis,Nosestripe klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-59708,26261,Pavoclinus,graminis,Grass klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-59819,26317,Priolepis,compita,Crossroads goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-59821,26318,Pleurosicya,fringilla,Staghorn ghostgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-59822,26319,Pleurosicya,boldinghi,Soft-coral goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-156899,26320,Trimma,macrophthalmum,Flame goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-59947,26385,Tetragonurus,pacificus,Pacific squaretail,Animalia,Chordata,Actinopterygii,Perciformes,Tetragonuridae,,
Fis-60098,26426,Xenisthmus,africanus,Flathead wriggler,Animalia,Chordata,Actinopterygii,Perciformes,Xenisthmidae,,
Fis-163618,26632,Apogonichthyoides,pseudotaeniatus,Doublebar cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-60567,26633,Tylosurus,choram,Red Sea houndfish,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,,
Fis-60581,26639,Torquigener,flavimaculosus,Yellowspotted puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-151763,26684,Fusigobius,inframaculatus,Innerspotted sandgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-60722,26735,Plectranthias,inermis,Chequered perchlet,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-61103,26991,Trimma,winterbottomi,Winterbottom's goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-61116,27000,Plesiops,mystaxus,Moustache longfin,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,,
Fis-61219,27055,Coryphaenoides,grahami,Graham's whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-61240,27060,Torpedo,panthera,Panther electric ray,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,,
Fis-61297,27088,Lepadichthys,bolini,Bolin's clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,,
Fis-159548,27114,Coelorinchus,trunovi,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-61341,27119,Haplomacrourus,nudirostris,Naked snout rattail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-120470,27120,Kuronezumia,bubonis,Bulbous rattail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-61379,27131,Nezumia,umbracincta,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-61386,27135,Ventrifossa,mystax,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-61508,27177,Mobula,kuhlii,Shortfin devil ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,,
Fis-62064,27319,Gymnothorax,angusticauda,Narrowtail moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-62134,27334,Gymnothorax,moluccensis,Moluccan moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-62148,27341,Gymnothorax,punctatofasciatus,Bars'n spots moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-62167,27347,Uropterygius,polyspilus,Large-spotted snake moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-62183,27354,Priolepis,kappa,Kappa reefgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-62210,27363,Scorpaenodes,corallinus,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-62384,27416,Mugilogobius,mertoni,Chequered mangrove goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-62433,27431,Ventrifossa,johnboborum,Snoutscale whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-62441,27438,Parascorpaena,aurita,Golden scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-125745,27542,Enneapterygius,fasciatus,Banded triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-62736,27553,Amblygobius,esakiae,Snoutspot goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-62753,27561,Ctenogobiops,maculosus,Seychelles shrimpgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-62771,27570,Pleurosicya,plicata,Plicata ghost goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-62772,27571,Trimma,hoesei,Forktail dwarfgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-62819,27610,Parioglossus,philippinus,Philippine dartfish,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,,
Fis-132767,27733,Guttigadus,latifrons,,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,,
Fis-63726,28016,Johnius,dorsalis,Small kob,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-63861,28072,Trimma,mendelssohni,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-63864,28073,Trimma,sheppardi,Sheppard's dwarfgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-64115,28128,Grammoplites,suppositus,Spotfin flathead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,,
Fis-64430,28209,Lagocephalus,guentheri,Diamondback puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-112241,46105,Bryx,analicarens,Pink pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-112274,46117,Cosmocampus,investigatoris,Investigator pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-112311,46136,Halicampus,spinirostris,Spinysnout pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-112462,46200,Penetopteryx,taeniocephalus,Oceanic pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-112889,46366,Snyderina,guentheri,Günther's waspfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae,,
Fis-112892,46368,Minous,inermis,Alcock's scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae,,
Fis-112894,46369,Sorsogona,melanoptera,Obscure flathead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,,
Fis-112899,46372,Cirrhitichthys,calliurus,Spottedtail hawkfish,Animalia,Chordata,Actinopterygii,Perciformes,Cirrhitidae,,
Fis-112902,46375,Upeneus,pori,Por's goatfish,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,,
Fis-112915,46381,Callionymus,carebares,Indian deepwater dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-112941,46389,Callogobius,bifasciatus,Doublebar goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-112956,46394,Coryogalops,anomolus,Anomolous goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-112982,46398,Eviota,pardalota,Leopard dwarfgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-112985,46399,Gobiodon,reticulatus,Reticulate goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-150577,46402,Hetereleotris,vulgaris,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-113002,46404,Lobulogobius,omanensis,Oman goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-113010,46411,Alticus,kirkii,Kirk's blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-113018,46415,Antennablennius,variopunctatus,Orangedotted blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-113029,46422,Parablennius,thysanius,Tasseled blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-113062,46429,Parapercis,maculata,Harlequin sandperch,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,,
Fis-113070,46431,Bathygobius,meggitti,Meggitt's goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-167285,46445,Ostorhinchus,holotaenia,Copperstriped cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-113149,46464,Callionymus,margaretae,Margaret's dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-114131,46967,Gadella,norops,,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,,
Fis-114152,46974,Coryphaenoides,murrayi,Abyssal rattail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-114251,47045,Enneapterygius,tutuilae,High-hat Triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-132618,47150,Congriscus,maldivensis,,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-114739,47209,Bassozetus,glutinosus,Glutin assfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-116375,47916,Symphurus,microrhynchus,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-120127,49093,Parmaturus,macmillani,McMillan's cat shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,,
Fis-120428,49161,Yongeichthys,criniger,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,2015-2,Medium
Fis-164074,49427,Pseudogramma,astigma,Spotless podge,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-121783,49509,Enneapterygius,philippinus,Minute triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-122912,50022,Pterygotrigla,guezei,Island gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,
Fis-124778,50948,Gazza,dentex,Ovoid toothpony,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,,
Fis-126084,51677,Astronesthes,lamellosus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-126189,51788,Gymnothorax,robinsi,Robins' moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-126976,52303,Parascorpaena,maculipinnis,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-127150,52430,Bryaninops,loki,Loki whip-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-127433,52652,Polyipnus,meteori,,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,
Fis-127915,52768,Champsodon,sechellensis,,Animalia,Chordata,Actinopterygii,Perciformes,Champsodontidae,,
Fis-127944,52796,Rhinochimaera,africana,Paddlenose chimaera,Animalia,Chordata,Holocephali,Chimaeriformes,Rhinochimaeridae,,
Fis-152319,52799,Arcygobius,baliurus,Isthmus goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-127990,52816,Polymixia,busakhini,Busakhin's beardfish,Animalia,Chordata,Actinopterygii,Polymixiiformes,Polymixiidae,,
Fis-132643,52821,Xestochilus,nebulosus,Nebulous snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-128051,52844,Coris,cuvieri,,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-128063,52849,Gigantactis,meadi,,Animalia,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,,
Fis-128270,52902,Champsodon,vorax,,Animalia,Chordata,Actinopterygii,Perciformes,Champsodontidae,,
Fis-128322,52914,Cociella,heemstrai,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,,
Fis-128368,52936,Feia,nympha,Nymph goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-128373,52939,Trimma,haima,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-128395,52956,Paramonacanthus,nematophorus,,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-128422,52966,Sebastapistes,nuchalis,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-129156,53220,Pogonoperca,ocellata,Indian soapfish,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-148423,53239,Paramonacanthus,oblongus,Hair-finned filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-130634,53795,Moringua,macrochir,Longfin spaghetti eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Moringuidae,,
Fis-130734,53815,Hippocampus,kelloggi,Great seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-130735,53816,Halichoeres,bicolor,Pearly-spotted wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-130760,53820,Cirrisalarias,bunares,Hairy bleny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-130771,53823,Apterichtus,flavicaudus,,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-130876,53849,Ophichthus,altipennis,Highfin snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-131127,53922,Centrophorus,atromarginatus,Dwarf gulper shark,Animalia,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,,
Fis-132010,54123,Bathyonus,caudalis,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-132017,54124,Dicrolene,longimana,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-132018,54125,Eretmichthys,pinnatus,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-132049,54134,Glyptophidium,argenteum,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-132074,54164,Monomitopus,conjugator,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-132098,54180,Amblyglyphidodon,batunai,Batuna damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-132154,54223,Bassozetus,elongatus,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-132269,54273,Synaphobranchus,oregoni,,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,
Fis-140736,54624,Paramonacanthus,pusillus,Faintstripe filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-134386,55164,Gorgasia,klausewitzi,Klausewitz' garden eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-134409,55168,Scuticaria,okinawae,Shorttailed snake moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-134592,55227,Chaunax,umbrinus,,Animalia,Chordata,Actinopterygii,Lophiiformes,Chaunacidae,,
Fis-134998,55334,Pontinus,tentacularis,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-138094,56351,Mastigopterus,imperator,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-138118,56375,Neobythites,vityazi,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-138158,56400,Saccogaster,tuberculata,Bagbelly cusk,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,,
Fis-138291,56468,Pleurosicya,prognatha,Folded ghostgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-167282,56481,Ostorhinchus,gularis,Gular cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-138315,56494,Uranoscopus,guttatus,Dollfus' stargrazer,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,,
Fis-142696,56731,Arnoglossus,tapeinosoma,Drab flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-138810,56807,Samaris,costae,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Samaridae,,
Fis-138849,56839,Pleurosicya,coerulea,Blue coral ghost goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-139084,56923,Diagramma,labiosum,,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-140161,57442,Paragaleus,randalli,Slender weasel shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Hemigaleidae,,
Fis-167815,57868,Ostorhinchus,bryx,Offshore cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-141754,58066,Rouleina,livida,,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-142138,58179,Halichoeres,nigrescens,Bubblefin wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-164128,58304,Jaydia,truncata,Flagfin cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-142700,58334,Abalistes,stellatus,,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,,
Fis-143387,58568,Polydactylus,malagasyensis,African blackspot threadfin,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,,
Fis-143447,58597,Gymnothorax,kontodontos,Short-tooth moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-143457,58603,Gymnothorax,isingteena,,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-149591,58617,Asterropteryx,bipunctata,Orange-spotted goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-143505,58623,Uropterygius,inornatus,Drab snake moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-143726,58714,Venefica,multiporosa,,Animalia,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae,,
Fis-143728,58716,Moringua,bicolor,Bicolor spaghetti eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Moringuidae,,
Fis-143760,58728,Chlorophthalmus,corniger,Spinyjaw greeneye,Animalia,Chordata,Actinopterygii,Aulopiformes,Chlorophthalmidae,,
Fis-143859,58771,Caulophryne,pelagica,,Animalia,Chordata,Actinopterygii,Lophiiformes,Caulophrynidae,,
Fis-143873,58780,Himantolophus,melanolophus,,Animalia,Chordata,Actinopterygii,Lophiiformes,Himantolophidae,,
Fis-143889,58791,Zebrasoma,desjardinii,Indian sail-fin surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,,
Fis-144339,59052,Antigonia,indica,,Animalia,Chordata,Actinopterygii,Perciformes,Caproidae,,
Fis-144360,59068,Vespicula,trachinoides,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae,,
Fis-144392,59086,Trachicephalus,uranoscopus,Stargazing stonefish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae,,
Fis-144533,59147,Diaphus,megalops,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-144541,59150,Diaphus,diademophilus,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-144593,59179,Siphamia,tubifer,Tubifer cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-169484,59188,Taeniamia,macroptera,Dusky-tailed cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-144641,59205,Scorpaenopsis,cotticeps,Sculpin scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-144730,59258,Gobiodon,fulvus,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-151821,59445,Fusigobius,humeralis,Shoulderspot sandgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-151828,59446,Fusigobius,maximus,Large sandgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-151830,59449,Fusigobius,pallidus,Pale sandgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-145058,59456,Antennatus,linearis,Pygmy anglerfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-145097,59470,Robinsia,catherinae,,Animalia,Chordata,Actinopterygii,Anguilliformes,Chlopsidae,,
Fis-145167,59487,Ctenochaetus,truncatus,Indian gold-ring bristle-tooth,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,,
Fis-145218,59496,Scorpaenopsis,longispina,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-145235,59506,Scorpaenopsis,ramaraoi,Rama Rao's scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
