speciesid,spec_code,genus,species,f_bname,kingdom,phylum,class,order,family,v11,v12
Fis-57970,7231,Amblyeleotris,periophthalma,Periophthalma prawn-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32252,7235,Cryptocentrus,octofasciatus,Blue-speckled prawn goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32253,7238,Ctenogobiops,feroculus,Sandy prawn-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32254,7239,Lotilia,graciliosa,Whitecap goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26452,7240,Mahidolia,mystacina,Flagfin prawn goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26453,7241,Vanderhorstia,ambanoro,Ambanoro prawn-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26455,7243,Amblygobius,nocturnus,Nocturn goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26457,7246,Valenciennea,puellaris,Maiden goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-150580,7247,Asterropteryx,ensifera,Miller's damsel,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32256,7248,Austrolethops,wardi,Small-eyed goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26459,7249,Bathygobius,cotticeps,Cheekscaled frill-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32257,7250,Bryaninops,ridens,Ridens goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-119716,7251,Bryaninops,yongei,Whip coral goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26461,7252,Cabillus,tongarevae,Tongareva goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26463,7256,Callogobius,plumatus,Feather goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26464,7257,Callogobius,sclateri,Pacific goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32261,7259,Eviota,albolineata,Spotted fringefin goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32263,7261,Eviota,distigma,Distigma Eviota,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26465,7264,Eviota,infulata,Shouldermark Eviota,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32269,7268,Eviota,nebulosa,Palespot Eviota,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26466,7270,Eviota,prasina,Green bubble goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32275,7275,Eviota,sebreei,Sebree's dwarfgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32276,7276,Eviota,sigillata,Adorned dwarfgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32281,7282,Bryaninops,tigris,Black coral goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32282,7283,Uropterygius,concolor,Unicolor snake moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-32283,7284,Gymnothorax,melatremus,Dwarf moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-32284,7285,Gymnothorax,monochrous,Drab moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-32286,7287,Uropterygius,xanthopterus,Freckleface reef-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-150192,7288,Scolecenchelys,gymnota,Indo-Pacific slender worm-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-146627,7289,Scolecenchelys,macroptera,Narrow worm eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-32289,7290,Muraenichthys,schultzei,Maimed snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-32290,7292,Synodus,binotatus,Two-spot lizard fish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,
Fis-163998,7293,Antennarius,commerson,Commerson's frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-166692,7294,Antennatus,dorehensis,New Guinean frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-32293,7297,Brotula,multibarbata,Goatsbeard brotula,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-32294,7299,Brosmophyciops,pautzkei,Slimy cuskeel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,,
Fis-32295,7300,Dinematichthys,iluocoeteoides,Yellow pigmy brotula,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,,
Fis-26472,7301,Pomadasys,striatus,Striped grunter,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-26474,7305,Myripristis,hexagona,Doubletooth soldierfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-32298,7306,Myripristis,kuntee,Shoulderbar soldierfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-32300,7308,Myripristis,pralinia,Scarlet soldierfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-32301,7309,Myripristis,violacea,Lattice soldierfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-26475,7310,Neoniphon,argenteus,Clearfin squirrelfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-26476,7311,Sargocentron,tiereoides,Pink squirrelfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-26477,7312,Solenostomus,paradoxus,Harlequin ghost pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Solenostomidae,,
Fis-26478,7313,Scorpaenodes,albaiensis,Longfingered scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-26479,7314,Scorpaenodes,scaber,Pygmy scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-32302,7315,Grammistops,ocellatus,Ocellate soapfish,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26482,7318,Liopropoma,susumi,Meteor perch,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,2015-2,High
Fis-26484,7320,Pseudogramma,polyacantha,Honeycomb podge,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26486,7322,Plectranthias,longimanus,Longfin perchlet,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26496,7336,Epinephelus,chabaudi,Moustache grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26503,7345,Epinephelus,flavocaeruleus,Blue-and-yellow grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-115487,7350,Epinephelus,latifasciatus,Striped grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26507,7352,Epinephelus,longispinis,Longspine grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26508,7353,Epinephelus,miliaris,Netfin grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26509,7354,Epinephelus,multinotatus,White-blotched grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-163782,7355,Hyporthodus,octofasciatus,Eightbar grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26510,7357,Epinephelus,poecilonotus,Dot-dash grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26511,7360,Epinephelus,radiatus,Oblique-banded grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-32315,7361,Epinephelus,retouti,Red-tipped grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26517,7372,Plectropomus,laevis,Blacksaddled coralgrouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-32321,7373,Plectropomus,punctatus,Marbled coralgrouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26519,7376,Plesiobatis,daviesi,Deep-water stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Plesiobatidae,,
Fis-162326,7383,Sigmops,elongatus,Elongated bristlemouth fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,
Fis-26522,7385,Vinciguerria,nimbaria,Oceanic lightfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,
Fis-32342,7410,Lampadena,anomala,Anomalous lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-26538,7427,Loweina,rara,Laura's lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-32352,7430,Plectropomus,pessuliferus,Roving coralgrouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26540,7431,Idiolychnus,urolampus,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-26544,7446,Chilorhinus,platyrhynchus,Flatnose xenocongrid eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Chlopsidae,,
Fis-13941,7450,Scuticaria,tigrina,Tiger reef-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-26546,7451,Enchelycore,pardalis,Leopard moray eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-26547,7453,Luzonichthys,waitei,Waite's splitfin,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-32366,7459,Gymnothorax,berndti,Y-patterned moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-26553,7465,Gymnothorax,nudivomer,Yellowmouth moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-32374,7470,Phyllophichthus,xenodontus,Flappy snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-26555,7471,Schultzidia,johnstonensis,Johnston snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-26556,7473,Leiuranus,semicinctus,Saddled snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-32376,7475,Ophichthus,polyophthalmus,Many-eyed snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-32377,7476,Synaphobranchus,affinis,Grey cutthroat,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,
Fis-32380,7480,Periophthalmus,argentilineatus,Barred mudskipper,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32382,7482,Periophthalmus,kalolo,Common mudskipper,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26559,7487,Scartelaos,histophorus,Walking goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-55465,7488,Paraplagusia,blochii,Bloch's tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-13833,7491,Gymnothorax,herrei,Herre's moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-32387,7492,Nettastoma,solitarium,Solitary duckbill eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae,,
Fis-26563,7495,Hippichthys,spicifer,Bellybarred pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-26565,7502,Aldrovandia,affinis,Gilbert's halosaurid fish,Animalia,Chordata,Actinopterygii,Notacanthiformes,Halosauridae,,
Fis-170382,7515,Lophiodes,triradiatus,Shortspine goosefish,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,,
Fis-26572,7516,Lophiodes,mutilus,Smooth angler,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,,
Fis-26573,7517,Lophiomus,setigerus,Blackmouth angler,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,,
Fis-32414,7557,Polymixia,nobilis,Stout beardfish,Animalia,Chordata,Actinopterygii,Polymixiiformes,Polymixiidae,,
Fis-9972,7561,Ecsenius,midas,Persian blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-26594,7562,Istiblennius,dussumieri,Streaky rockskipper,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-32416,7563,Xiphasia,setifer,Hairtail blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-32417,7564,Laiphognathus,multimaculatus,Spotty blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-26596,7566,Omobranchus,punctatus,Muzzled blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-32418,7567,Ecsenius,lineatus,Linear blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-26598,7570,Mimoblennius,atrocinctus,Spotted and barred blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-32421,7573,Nesiarchus,nasutus,Black gemfish,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,,
Fis-26604,7590,Uroconger,lepturus,Slender conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-32434,7591,Gavialiceps,taeniola,,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenesocidae,,
Fis-32435,7592,Alepocephalus,bicolor,Bicolor slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-9681,7602,Malthopsis,lutea,Longnose seabat,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,
Fis-131821,7613,Rostroraja,alba,White skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,,
Fis-32456,7624,Halimochirurgus,alcocki,,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Triacanthodidae,,
Fis-26615,7625,Plectorhinchus,flavomaculatus,Lemonfish,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-26616,7626,Plectorhinchus,sordidus,Sordid rubberlip,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-32457,7627,Bassozetus,robustus,Robust assfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-32458,7628,Hoplobrotula,gnathopus,False kinglip,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-32459,7630,Naso,fageni,Horseface unicornfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,,
Fis-26618,7631,Zebrasoma,gemmatum,Spotted tang,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,,
Fis-32461,7634,Melichthys,indicus,Indian triggerfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,,
Fis-26620,7637,Arnoglossus,dalgleishi,East coast flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-26622,7641,Bothus,mancus,Flowery flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-26623,7642,Crossorhombus,valderostratus,Broadbrow flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-32465,7643,Laeops,nigromaculatus,Blackspotted flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-26625,7645,Laeops,pectoralis,Longarm flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-26626,7646,Branchiostegus,doliatus,Ribbed tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,,
Fis-26627,7647,Cynoglossus,kopsii,Shortheaded tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-32467,7649,Branchiostegus,sawakinensis,Freckled tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,,
Fis-32468,7650,Callionymus,marleyi,Sand dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-26629,7652,Cynoglossus,monopus,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-32469,7653,Psenopsis,obscura,Obscure ruff,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,,
Fis-26630,7654,Chirodactylus,brachydactylus,Two-tone fingerfin,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,,
Fis-32472,7657,Chlorophthalmus,punctatus,Spotted greeneye,Animalia,Chordata,Actinopterygii,Aulopiformes,Chlorophthalmidae,,
Fis-9837,7665,Citharoides,macrolepis,Twospot largescale flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Citharidae,,
Fis-26633,7671,Ariosoma,mauritianum,Blunt-tooth conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-26634,7672,Ariosoma,scheelei,Tropical conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-32485,7674,Coloconger,scholesi,Indo-Pacific shorttail conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Colocongridae,,
Fis-26635,7675,Conger,wilsoni,Cape conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-57999,7676,Bathycongrus,wallacei,Longnose conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-32487,7678,Cynoglossus,attenuatus,Fourline tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-32491,7682,Cynoglossus,lachneri,Lachner's tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-32493,7684,Cynoglossus,zanzibarensis,Zanzibar tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-32494,7687,Symphurus,ocellatus,Double-spot tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-32495,7688,Symphurus,strictus,Blackbelly tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-53927,7692,Drepane,longimana,Concertina fish,Animalia,Chordata,Actinopterygii,Perciformes,Drepaneidae,,
Fis-32496,7694,Tripterodon,orbis,African spadefish,Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,,
Fis-26646,7697,Rexea,prometheoides,Royal escolar,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,,
Fis-32497,7698,Thyrsitoides,marleyi,Black snoek,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,,
Fis-144759,7699,Gerres,longirostris,Strongspine silver-biddy,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae,,
Fis-63638,7700,Gerres,methueni,Striped silver biddy,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae,,
Fis-136041,7701,Aulacocephalus,temminckii,Goldribbon soapfish,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26648,7702,Plectorhinchus,chubbi,Dusky rubberlip,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-26649,7703,Plectorhinchus,gaterinus,Blackspotted rubberlip,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Medium,
Fis-26650,7705,Plectorhinchus,playfairi,Whitebarred rubberlip,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-26651,7706,Plectorhinchus,schotaf,Minstrel sweetlips,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-26652,7707,Pomadasys,furcatus,Banded grunter,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-26654,7709,Hemiramphus,lutkei,Lutke's halfbeak,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,
Fis-26655,7710,Hyporhamphus,affinis,Tropical halfbeak,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,
Fis-26656,7711,Hyporhamphus,capensis,Cape halfbeak,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,
Fis-32501,7713,Ostichthys,archiepiscopus,Longsnout soldier,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-26658,7714,Sargocentron,praslin,Dark-striped squirrelfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-26659,7715,Kuhlia,rupestris,Rock flagtail,Animalia,Chordata,Actinopterygii,Perciformes,Kuhliidae,,
Fis-26660,7716,Bodianus,leucosticticus,Lined hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-26664,7722,Bulbonaricus,davaoensis,Davao pughead pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-26666,7724,Festucalex,erythraeus,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-26667,7726,Cypselurus,naresii,Pharao flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-32505,7727,Halicampus,grayi,Gray's pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-26668,7728,Hippichthys,cyanospilos,Blue-spotted pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-26669,7729,Hippichthys,penicillus,Beady pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-26672,7734,Bodianus,perditio,Golden-spot hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-26673,7736,Coris,formosa,Queen coris,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-26676,7742,Phoxocampus,belcheri,Rock pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-32511,7744,Gomphosus,caeruleus,Green birdmouth wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-146179,7747,Iniistius,pentadactylus,Fivefinger wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-26679,7748,Leiognathus,berbis,Berber ponyfish,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,,
Fis-26685,7764,Cyprinocirrhites,polyactis,Swallowtail hawkfish,Animalia,Chordata,Actinopterygii,Perciformes,Cirrhitidae,,
Fis-32521,7769,Heniochus,diphreutes,False moorish idol,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-32524,7780,Iracundus,signifer,Decoy scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-26697,7785,Johnius,amblycephalus,Bearded croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-32528,7789,Gobiodon,citrinus,Poison goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-32530,7791,Chaetodon,guttatissimus,Peppered butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-26698,7792,Cirrhitops,fasciatus,Redbarred hawkfish,Animalia,Chordata,Actinopterygii,Perciformes,Cirrhitidae,,
Fis-32531,7793,Chaetodon,madagaskariensis,Seychelles butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-32532,7794,Chaetodon,xanthocephalus,Yellowhead butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-26699,7795,Hemitaurichthys,zoster,Brown-and-white butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-26701,7797,Pterois,miles,Devil firefish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-32533,7798,Dascyllus,carneus,Cloudy dascyllus,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-10199,7799,Pseudanthias,evansi,Yellowback anthias,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-32535,7800,Anampses,lineatus,Lined wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-57940,7801,Macropharyngodon,bipartitus,Rare wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-32537,7802,Synchiropus,stellatus,Starry dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-32538,7803,Chaetodon,collare,Redtail butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-32539,7805,Chaetodon,triangulum,Triangle butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-32540,7806,Halichoeres,leucoxanthus,Canarytop wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-26703,7813,Centropyge,fisheri,Orange angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,
Fis-32552,7823,Myripristis,seychellensis,Seychelles soldier,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-26707,7824,Lophiodes,insidiator,Natal angler,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,,
Fis-32556,7836,Notopogon,xenosoma,Longspine bellowfish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Centriscidae,,
Fis-26716,7837,Lactoria,fornasini,Thornback cowfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,,
Fis-13660,7838,Coelorinchus,braueri,Shovelnose grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-32558,7839,Ventrifossa,divergens,Plainfin grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-26717,7840,Canthigaster,amboinensis,Spider-eye puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-26718,7841,Ventrifossa,nasuta,Conesnout grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-26719,7842,Cantherhines,fronticinctus,Spectacled filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-26720,7843,Stephanolepis,auratus,Porky,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-26722,7845,Canthigaster,coronata,Crowned puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-170293,7848,Fibramia,amboinensis,Amboina cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-32561,7850,Aesopia,cornuta,Unicorn sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,,
Fis-32562,7852,Thamnaconus,fajardoi,Spotted filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-26726,7855,Thamnaconus,modestoides,Modest filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-26728,7857,Arothron,mappa,Map puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-32563,7858,Monodactylus,falciformis,Full moony,Animalia,Chordata,Actinopterygii,Perciformes,Monodactylidae,,
Fis-26729,7861,Liza,alata,Diamond mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,,
Fis-26731,7864,Valamugil,robustus,Robust mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,,
Fis-26733,7866,Parapercis,hexophtalma,Speckled sandperch,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,,
Fis-32567,7867,Parapercis,robinsoni,Smallscale grubfish,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,,
